#    L    TT             EE             TE             PP             TP          
  2121   0.197418E+03   0.419145E+01  -0.331498E+01   0.477617E+05  -0.177360E+02
  2122   0.196587E+03   0.420575E+01  -0.317551E+01   0.476918E+05  -0.167156E+02
  2123   0.195752E+03   0.422081E+01  -0.303857E+01   0.476221E+05  -0.156807E+02
  2124   0.194912E+03   0.423660E+01  -0.290422E+01   0.475524E+05  -0.146343E+02
  2125   0.194067E+03   0.425311E+01  -0.277248E+01   0.474829E+05  -0.135791E+02
  2126   0.193217E+03   0.427034E+01  -0.264338E+01   0.474135E+05  -0.125181E+02
  2127   0.192363E+03   0.428825E+01  -0.251695E+01   0.473441E+05  -0.114542E+02
  2128   0.191506E+03   0.430684E+01  -0.239323E+01   0.472749E+05  -0.103903E+02
  2129   0.190644E+03   0.432609E+01  -0.227222E+01   0.472058E+05  -0.932935E+01
  2130   0.189778E+03   0.434599E+01  -0.215399E+01   0.471368E+05  -0.827420E+01
  2131   0.188909E+03   0.436652E+01  -0.203854E+01   0.470679E+05  -0.722776E+01
  2132   0.188037E+03   0.438767E+01  -0.192591E+01   0.469991E+05  -0.619295E+01
  2133   0.187161E+03   0.440941E+01  -0.181610E+01   0.469304E+05  -0.517266E+01
  2134   0.186282E+03   0.443175E+01  -0.170916E+01   0.468618E+05  -0.416980E+01
  2135   0.185402E+03   0.445466E+01  -0.160509E+01   0.467934E+05  -0.318727E+01
  2136   0.184518E+03   0.447811E+01  -0.150391E+01   0.467250E+05  -0.222798E+01
  2137   0.183632E+03   0.450211E+01  -0.140564E+01   0.466568E+05  -0.129483E+01
  2138   0.182745E+03   0.452663E+01  -0.131029E+01   0.465886E+05  -0.390722E+00
  2139   0.181856E+03   0.455166E+01  -0.121789E+01   0.465206E+05   0.481439E+00
  2140   0.180966E+03   0.457718E+01  -0.112845E+01   0.464527E+05   0.131875E+01
  2141   0.180074E+03   0.460316E+01  -0.104199E+01   0.463850E+05   0.211831E+01
  2142   0.179181E+03   0.462961E+01  -0.958494E+00   0.463173E+05   0.287720E+01
  2143   0.178287E+03   0.465649E+01  -0.878001E+00   0.462498E+05   0.359254E+01
  2144   0.177394E+03   0.468380E+01  -0.800511E+00   0.461824E+05   0.426141E+01
  2145   0.176499E+03   0.471151E+01  -0.726041E+00   0.461151E+05   0.488091E+01
  2146   0.175604E+03   0.473959E+01  -0.654600E+00   0.460479E+05   0.544814E+01
  2147   0.174709E+03   0.476806E+01  -0.586195E+00   0.459808E+05   0.596020E+01
  2148   0.173814E+03   0.479688E+01  -0.520828E+00   0.459139E+05   0.641417E+01
  2149   0.172921E+03   0.482603E+01  -0.458503E+00   0.458471E+05   0.680716E+01
  2150   0.172027E+03   0.485549E+01  -0.399226E+00   0.457804E+05   0.713626E+01
  2151   0.171134E+03   0.488526E+01  -0.342999E+00   0.457139E+05   0.739928E+01
  2152   0.170242E+03   0.491531E+01  -0.289826E+00   0.456475E+05   0.759684E+01
  2153   0.169352E+03   0.494562E+01  -0.239710E+00   0.455812E+05   0.773029E+01
  2154   0.168462E+03   0.497617E+01  -0.192648E+00   0.455150E+05   0.780095E+01
  2155   0.167575E+03   0.500696E+01  -0.148632E+00   0.454489E+05   0.781016E+01
  2156   0.166689E+03   0.503795E+01  -0.107657E+00   0.453830E+05   0.775926E+01
  2157   0.165805E+03   0.506914E+01  -0.697172E-01   0.453171E+05   0.764959E+01
  2158   0.164924E+03   0.510051E+01  -0.348065E-01   0.452514E+05   0.748247E+01
  2159   0.164044E+03   0.513204E+01  -0.291929E-02   0.451858E+05   0.725925E+01
  2160   0.163167E+03   0.516370E+01   0.259520E-01   0.451203E+05   0.698127E+01
  2161   0.162293E+03   0.519550E+01   0.518170E-01   0.450549E+05   0.664984E+01
  2162   0.161422E+03   0.522740E+01   0.746895E-01   0.449895E+05   0.626633E+01
  2163   0.160554E+03   0.525939E+01   0.945797E-01   0.449243E+05   0.583205E+01
  2164   0.159689E+03   0.529145E+01   0.111500E+00   0.448592E+05   0.534834E+01
  2165   0.158827E+03   0.532356E+01   0.125464E+00   0.447942E+05   0.481655E+01
  2166   0.157968E+03   0.535571E+01   0.136481E+00   0.447292E+05   0.423800E+01
  2167   0.157114E+03   0.538787E+01   0.144567E+00   0.446643E+05   0.361404E+01
  2168   0.156264E+03   0.542004E+01   0.149744E+00   0.445996E+05   0.294599E+01
  2169   0.155417E+03   0.545218E+01   0.152039E+00   0.445349E+05   0.223520E+01
  2170   0.154575E+03   0.548431E+01   0.151476E+00   0.444703E+05   0.148299E+01
  2171   0.153737E+03   0.551638E+01   0.148081E+00   0.444057E+05   0.690716E+00
  2172   0.152904E+03   0.554840E+01   0.141881E+00   0.443413E+05  -0.140300E+00
  2173   0.152075E+03   0.558034E+01   0.132899E+00   0.442769E+05  -0.100872E+01
  2174   0.151252E+03   0.561219E+01   0.121162E+00   0.442125E+05  -0.191321E+01
  2175   0.150434E+03   0.564392E+01   0.106695E+00   0.441483E+05  -0.285242E+01
  2176   0.149621E+03   0.567553E+01   0.895240E-01   0.440841E+05  -0.382504E+01
  2177   0.148814E+03   0.570701E+01   0.696740E-01   0.440200E+05  -0.482971E+01
  2178   0.148012E+03   0.573832E+01   0.471706E-01   0.439559E+05  -0.586511E+01
  2179   0.147216E+03   0.576947E+01   0.220389E-01   0.438919E+05  -0.692989E+01
  2180   0.146426E+03   0.580042E+01  -0.569465E-02   0.438279E+05  -0.802273E+01
  2181   0.145641E+03   0.583116E+01  -0.360039E-01   0.437640E+05  -0.914228E+01
  2182   0.144863E+03   0.586167E+01  -0.688552E-01   0.437001E+05  -0.102872E+02
  2183   0.144091E+03   0.589196E+01  -0.104214E+00   0.436363E+05  -0.114562E+02
  2184   0.143326E+03   0.592200E+01  -0.142045E+00   0.435725E+05  -0.126479E+02
  2185   0.142567E+03   0.595177E+01  -0.182314E+00   0.435088E+05  -0.138609E+02
  2186   0.141814E+03   0.598126E+01  -0.224986E+00   0.434451E+05  -0.150940E+02
  2187   0.141069E+03   0.601045E+01  -0.270026E+00   0.433814E+05  -0.163458E+02
  2188   0.140330E+03   0.603934E+01  -0.317399E+00   0.433178E+05  -0.176150E+02
  2189   0.139598E+03   0.606791E+01  -0.367070E+00   0.432542E+05  -0.189002E+02
  2190   0.138874E+03   0.609615E+01  -0.419002E+00   0.431906E+05  -0.202001E+02
  2191   0.138157E+03   0.612402E+01  -0.473160E+00   0.431271E+05  -0.215133E+02
  2192   0.137447E+03   0.615153E+01  -0.529508E+00   0.430635E+05  -0.228386E+02
  2193   0.136744E+03   0.617866E+01  -0.588009E+00   0.430000E+05  -0.241746E+02
  2194   0.136048E+03   0.620540E+01  -0.648629E+00   0.429365E+05  -0.255199E+02
  2195   0.135361E+03   0.623173E+01  -0.711330E+00   0.428731E+05  -0.268732E+02
  2196   0.134681E+03   0.625763E+01  -0.776067E+00   0.428096E+05  -0.282332E+02
  2197   0.134009E+03   0.628311E+01  -0.842800E+00   0.427462E+05  -0.295985E+02
  2198   0.133345E+03   0.630813E+01  -0.911473E+00   0.426827E+05  -0.309679E+02
  2199   0.132688E+03   0.633271E+01  -0.982056E+00   0.426193E+05  -0.323399E+02
  2200   0.132040E+03   0.635682E+01  -0.105450E+01   0.425559E+05  -0.337133E+02
