#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   171   0.339001E+04  -0.297685E+02   0.178271E-03  -0.297685E+02   0.914068E+00  -0.884370E-06   0.178271E-03  -0.884370E-06   0.682549E-07
   172   0.337374E+04  -0.289199E+02   0.175383E-03  -0.289199E+02   0.902966E+00  -0.883872E-06   0.175383E-03  -0.883872E-06   0.678849E-07
   173   0.335968E+04  -0.280858E+02   0.172649E-03  -0.280858E+02   0.891789E+00  -0.882206E-06   0.172649E-03  -0.882206E-06   0.675149E-07
   174   0.334830E+04  -0.272729E+02   0.170087E-03  -0.272729E+02   0.880561E+00  -0.879192E-06   0.170087E-03  -0.879192E-06   0.671446E-07
   175   0.334006E+04  -0.264883E+02   0.167716E-03  -0.264883E+02   0.869317E+00  -0.874649E-06   0.167716E-03  -0.874649E-06   0.667740E-07
   176   0.333532E+04  -0.257371E+02   0.165547E-03  -0.257371E+02   0.858072E+00  -0.868440E-06   0.165547E-03  -0.868440E-06   0.664027E-07
   177   0.333402E+04  -0.250178E+02   0.163576E-03  -0.250178E+02   0.846864E+00  -0.860606E-06   0.163576E-03  -0.860606E-06   0.660310E-07
   178   0.333601E+04  -0.243274E+02   0.161792E-03  -0.243274E+02   0.835716E+00  -0.851229E-06   0.161792E-03  -0.851229E-06   0.656590E-07
   179   0.334112E+04  -0.236629E+02   0.160184E-03  -0.236629E+02   0.824648E+00  -0.840393E-06   0.160184E-03  -0.840393E-06   0.652870E-07
   180   0.334921E+04  -0.230213E+02   0.158741E-03  -0.230213E+02   0.813700E+00  -0.828181E-06   0.158741E-03  -0.828181E-06   0.649150E-07
   181   0.336011E+04  -0.223997E+02   0.157453E-03  -0.223997E+02   0.802899E+00  -0.814676E-06   0.157453E-03  -0.814676E-06   0.645435E-07
   182   0.337366E+04  -0.217952E+02   0.156310E-03  -0.217952E+02   0.792276E+00  -0.799961E-06   0.156310E-03  -0.799961E-06   0.641725E-07
   183   0.338972E+04  -0.212047E+02   0.155300E-03  -0.212047E+02   0.781854E+00  -0.784120E-06   0.155300E-03  -0.784120E-06   0.638022E-07
   184   0.340812E+04  -0.206255E+02   0.154413E-03  -0.206255E+02   0.771669E+00  -0.767236E-06   0.154413E-03  -0.767236E-06   0.634329E-07
   185   0.342871E+04  -0.200543E+02   0.153638E-03  -0.200543E+02   0.761759E+00  -0.749393E-06   0.153638E-03  -0.749393E-06   0.630648E-07
   186   0.345132E+04  -0.194885E+02   0.152965E-03  -0.194885E+02   0.752146E+00  -0.730673E-06   0.152965E-03  -0.730673E-06   0.626980E-07
   187   0.347581E+04  -0.189251E+02   0.152383E-03  -0.189251E+02   0.742860E+00  -0.711159E-06   0.152383E-03  -0.711159E-06   0.623328E-07
   188   0.350202E+04  -0.183613E+02   0.151882E-03  -0.183613E+02   0.733941E+00  -0.690936E-06   0.151882E-03  -0.690936E-06   0.619694E-07
   189   0.352977E+04  -0.177942E+02   0.151451E-03  -0.177942E+02   0.725422E+00  -0.670087E-06   0.151451E-03  -0.670087E-06   0.616079E-07
   190   0.355894E+04  -0.172209E+02   0.151078E-03  -0.172209E+02   0.717335E+00  -0.648694E-06   0.151078E-03  -0.648694E-06   0.612486E-07
   191   0.358935E+04  -0.166388E+02   0.150754E-03  -0.166388E+02   0.709713E+00  -0.626841E-06   0.150754E-03  -0.626841E-06   0.608917E-07
   192   0.362084E+04  -0.160448E+02   0.150469E-03  -0.160448E+02   0.702592E+00  -0.604611E-06   0.150469E-03  -0.604611E-06   0.605374E-07
   193   0.365326E+04  -0.154361E+02   0.150210E-03  -0.154361E+02   0.696003E+00  -0.582088E-06   0.150210E-03  -0.582088E-06   0.601858E-07
   194   0.368647E+04  -0.148102E+02   0.149968E-03  -0.148102E+02   0.689983E+00  -0.559354E-06   0.149968E-03  -0.559354E-06   0.598373E-07
   195   0.372029E+04  -0.141640E+02   0.149732E-03  -0.141640E+02   0.684568E+00  -0.536494E-06   0.149732E-03  -0.536494E-06   0.594919E-07
   196   0.375459E+04  -0.134952E+02   0.149492E-03  -0.134952E+02   0.679794E+00  -0.513589E-06   0.149492E-03  -0.513589E-06   0.591499E-07
   197   0.378920E+04  -0.128007E+02   0.149236E-03  -0.128007E+02   0.675696E+00  -0.490725E-06   0.149236E-03  -0.490725E-06   0.588116E-07
   198   0.382399E+04  -0.120780E+02   0.148955E-03  -0.120780E+02   0.672312E+00  -0.467983E-06   0.148955E-03  -0.467983E-06   0.584770E-07
   199   0.385877E+04  -0.113243E+02   0.148637E-03  -0.113243E+02   0.669677E+00  -0.445448E-06   0.148637E-03  -0.445448E-06   0.581464E-07
   200   0.389342E+04  -0.105370E+02   0.148272E-03  -0.105370E+02   0.667827E+00  -0.423201E-06   0.148272E-03  -0.423201E-06   0.578200E-07
   201   0.392779E+04  -0.971381E+01   0.147851E-03  -0.971381E+01   0.666798E+00  -0.401313E-06   0.147851E-03  -0.401313E-06   0.574980E-07
   202   0.396184E+04  -0.885504E+01   0.147374E-03  -0.885504E+01   0.666628E+00  -0.379790E-06   0.147374E-03  -0.379790E-06   0.571804E-07
   203   0.399553E+04  -0.796119E+01   0.146843E-03  -0.796119E+01   0.667353E+00  -0.358626E-06   0.146843E-03  -0.358626E-06   0.568670E-07
   204   0.402884E+04  -0.703306E+01   0.146260E-03  -0.703306E+01   0.669010E+00  -0.337813E-06   0.146260E-03  -0.337813E-06   0.565578E-07
   205   0.406174E+04  -0.607136E+01   0.145626E-03  -0.607136E+01   0.671636E+00  -0.317345E-06   0.145626E-03  -0.317345E-06   0.562527E-07
   206   0.409420E+04  -0.507674E+01   0.144943E-03  -0.507674E+01   0.675265E+00  -0.297214E-06   0.144943E-03  -0.297214E-06   0.559517E-07
   207   0.412621E+04  -0.404984E+01   0.144213E-03  -0.404984E+01   0.679938E+00  -0.277413E-06   0.144213E-03  -0.277413E-06   0.556547E-07
   208   0.415774E+04  -0.299155E+01   0.143438E-03  -0.299155E+01   0.685688E+00  -0.257935E-06   0.143438E-03  -0.257935E-06   0.553616E-07
   209   0.418879E+04  -0.190266E+01   0.142619E-03  -0.190266E+01   0.692553E+00  -0.238774E-06   0.142619E-03  -0.238774E-06   0.550724E-07
   210   0.421935E+04  -0.784020E+00   0.141758E-03  -0.784020E+00   0.700571E+00  -0.219921E-06   0.141758E-03  -0.219921E-06   0.547869E-07
   211   0.424939E+04   0.363564E+00   0.140857E-03   0.363564E+00   0.709777E+00  -0.201371E-06   0.140857E-03  -0.201371E-06   0.545052E-07
   212   0.427892E+04   0.153925E+01   0.139918E-03   0.153925E+01   0.720208E+00  -0.183116E-06   0.139918E-03  -0.183116E-06   0.542271E-07
   213   0.430792E+04   0.274222E+01   0.138943E-03   0.274222E+01   0.731901E+00  -0.165148E-06   0.138943E-03  -0.165148E-06   0.539525E-07
   214   0.433638E+04   0.397164E+01   0.137932E-03   0.397164E+01   0.744893E+00  -0.147461E-06   0.137932E-03  -0.147461E-06   0.536815E-07
   215   0.436428E+04   0.522665E+01   0.136889E-03   0.522665E+01   0.759215E+00  -0.130048E-06   0.136889E-03  -0.130048E-06   0.534139E-07
   216   0.439160E+04   0.650639E+01   0.135814E-03   0.650639E+01   0.774910E+00  -0.112901E-06   0.135814E-03  -0.112901E-06   0.531496E-07
   217   0.441831E+04   0.780995E+01   0.134710E-03   0.780995E+01   0.792010E+00  -0.960143E-07   0.134710E-03  -0.960143E-07   0.528887E-07
   218   0.444441E+04   0.913658E+01   0.133579E-03   0.913658E+01   0.810543E+00  -0.793798E-07   0.133579E-03  -0.793798E-07   0.526310E-07
   219   0.446985E+04   0.104853E+02   0.132421E-03   0.104853E+02   0.830554E+00  -0.629906E-07   0.132421E-03  -0.629906E-07   0.523764E-07
   220   0.449463E+04   0.118553E+02   0.131239E-03   0.118553E+02   0.852073E+00  -0.468399E-07   0.131239E-03  -0.468399E-07   0.521249E-07
   221   0.451873E+04   0.132457E+02   0.130035E-03   0.132457E+02   0.875130E+00  -0.309203E-07   0.130035E-03  -0.309203E-07   0.518765E-07
   222   0.454213E+04   0.146555E+02   0.128811E-03   0.146555E+02   0.899769E+00  -0.152250E-07   0.128811E-03  -0.152250E-07   0.516309E-07
   223   0.456480E+04   0.160839E+02   0.127567E-03   0.160839E+02   0.926013E+00   0.253226E-09   0.127567E-03   0.253226E-09   0.513883E-07
   224   0.458675E+04   0.175300E+02   0.126307E-03   0.175300E+02   0.953898E+00   0.155214E-07   0.126307E-03   0.155214E-07   0.511484E-07
   225   0.460795E+04   0.189927E+02   0.125031E-03   0.189927E+02   0.983448E+00   0.305866E-07   0.125031E-03   0.305866E-07   0.509113E-07
   226   0.462838E+04   0.204712E+02   0.123742E-03   0.204712E+02   0.101471E+01   0.454559E-07   0.123742E-03   0.454559E-07   0.506769E-07
   227   0.464803E+04   0.219644E+02   0.122441E-03   0.219644E+02   0.104770E+01   0.601364E-07   0.122441E-03   0.601364E-07   0.504450E-07
   228   0.466689E+04   0.234716E+02   0.121130E-03   0.234716E+02   0.108246E+01   0.746351E-07   0.121130E-03   0.746351E-07   0.502157E-07
   229   0.468494E+04   0.249916E+02   0.119810E-03   0.249916E+02   0.111901E+01   0.889591E-07   0.119810E-03   0.889591E-07   0.499888E-07
   230   0.470217E+04   0.265236E+02   0.118485E-03   0.265236E+02   0.115739E+01   0.103115E-06   0.118485E-03   0.103115E-06   0.497644E-07
   231   0.471856E+04   0.280666E+02   0.117154E-03   0.280666E+02   0.119762E+01   0.117111E-06   0.117154E-03   0.117111E-06   0.495422E-07
   232   0.473410E+04   0.296196E+02   0.115821E-03   0.296196E+02   0.123972E+01   0.130954E-06   0.115821E-03   0.130954E-06   0.493223E-07
   233   0.474877E+04   0.311815E+02   0.114486E-03   0.311815E+02   0.128373E+01   0.144650E-06   0.114486E-03   0.144650E-06   0.491045E-07
   234   0.476255E+04   0.327515E+02   0.113153E-03   0.327515E+02   0.132967E+01   0.158206E-06   0.113153E-03   0.158206E-06   0.488889E-07
   235   0.477545E+04   0.343286E+02   0.111821E-03   0.343286E+02   0.137758E+01   0.171631E-06   0.111821E-03   0.171631E-06   0.486753E-07
   236   0.478742E+04   0.359117E+02   0.110494E-03   0.359117E+02   0.142747E+01   0.184930E-06   0.110494E-03   0.184930E-06   0.484636E-07
   237   0.479848E+04   0.374998E+02   0.109173E-03   0.374998E+02   0.147937E+01   0.198111E-06   0.109173E-03   0.198111E-06   0.482539E-07
   238   0.480859E+04   0.390920E+02   0.107859E-03   0.390920E+02   0.153329E+01   0.211181E-06   0.107859E-03   0.211181E-06   0.480460E-07
   239   0.481776E+04   0.406872E+02   0.106555E-03   0.406872E+02   0.158925E+01   0.224147E-06   0.106555E-03   0.224147E-06   0.478399E-07
   240   0.482597E+04   0.422844E+02   0.105262E-03   0.422844E+02   0.164729E+01   0.237017E-06   0.105262E-03   0.237017E-06   0.476354E-07
   241   0.483319E+04   0.438826E+02   0.103982E-03   0.438826E+02   0.170743E+01   0.249796E-06   0.103982E-03   0.249796E-06   0.474326E-07
   242   0.483943E+04   0.454808E+02   0.102717E-03   0.454808E+02   0.176968E+01   0.262493E-06   0.102717E-03   0.262493E-06   0.472313E-07
   243   0.484466E+04   0.470779E+02   0.101469E-03   0.470779E+02   0.183406E+01   0.275114E-06   0.101469E-03   0.275114E-06   0.470314E-07
   244   0.484888E+04   0.486730E+02   0.100239E-03   0.486730E+02   0.190058E+01   0.287666E-06   0.100239E-03   0.287666E-06   0.468330E-07
   245   0.485208E+04   0.502651E+02   0.990284E-04   0.502651E+02   0.196928E+01   0.300157E-06   0.990284E-04   0.300157E-06   0.466360E-07
   246   0.485425E+04   0.518532E+02   0.978402E-04   0.518532E+02   0.204014E+01   0.312593E-06   0.978402E-04   0.312593E-06   0.464402E-07
   247   0.485537E+04   0.534363E+02   0.966755E-04   0.534363E+02   0.211320E+01   0.324982E-06   0.966755E-04   0.324982E-06   0.462456E-07
   248   0.485545E+04   0.550134E+02   0.955363E-04   0.550134E+02   0.218848E+01   0.337331E-06   0.955363E-04   0.337331E-06   0.460521E-07
   249   0.485445E+04   0.565835E+02   0.944242E-04   0.565835E+02   0.226597E+01   0.349646E-06   0.944242E-04   0.349646E-06   0.458597E-07
   250   0.485238E+04   0.581455E+02   0.933411E-04   0.581455E+02   0.234570E+01   0.361936E-06   0.933411E-04   0.361936E-06   0.456683E-07
   251   0.484921E+04   0.596984E+02   0.922883E-04   0.596984E+02   0.242766E+01   0.374205E-06   0.922883E-04   0.374205E-06   0.454778E-07
   252   0.484497E+04   0.612412E+02   0.912654E-04   0.612412E+02   0.251187E+01   0.386454E-06   0.912654E-04   0.386454E-06   0.452882E-07
   253   0.483966E+04   0.627732E+02   0.902718E-04   0.627732E+02   0.259833E+01   0.398682E-06   0.902718E-04   0.398682E-06   0.450996E-07
   254   0.483331E+04   0.642932E+02   0.893067E-04   0.642932E+02   0.268706E+01   0.410888E-06   0.893067E-04   0.410888E-06   0.449119E-07
   255   0.482591E+04   0.658004E+02   0.883695E-04   0.658004E+02   0.277805E+01   0.423072E-06   0.883695E-04   0.423072E-06   0.447250E-07
   256   0.481749E+04   0.672940E+02   0.874594E-04   0.672940E+02   0.287130E+01   0.435233E-06   0.874594E-04   0.435233E-06   0.445391E-07
   257   0.480807E+04   0.687731E+02   0.865757E-04   0.687731E+02   0.296684E+01   0.447370E-06   0.865757E-04   0.447370E-06   0.443541E-07
   258   0.479767E+04   0.702367E+02   0.857177E-04   0.702367E+02   0.306463E+01   0.459482E-06   0.857177E-04   0.459482E-06   0.441700E-07
   259   0.478631E+04   0.716851E+02   0.848846E-04   0.716851E+02   0.316471E+01   0.471568E-06   0.848846E-04   0.471568E-06   0.439868E-07
   260   0.477403E+04   0.731159E+02   0.840758E-04   0.731159E+02   0.326706E+01   0.483627E-06   0.840758E-04   0.483627E-06   0.438045E-07
   261   0.476084E+04   0.745297E+02   0.832905E-04   0.745297E+02   0.337168E+01   0.495659E-06   0.832905E-04   0.495659E-06   0.436231E-07
   262   0.474676E+04   0.759249E+02   0.825281E-04   0.759249E+02   0.347858E+01   0.507663E-06   0.825281E-04   0.507663E-06   0.434426E-07
   263   0.473183E+04   0.773015E+02   0.817877E-04   0.773015E+02   0.358775E+01   0.519637E-06   0.817877E-04   0.519637E-06   0.432630E-07
   264   0.471605E+04   0.786577E+02   0.810687E-04   0.786577E+02   0.369918E+01   0.531582E-06   0.810687E-04   0.531582E-06   0.430842E-07
   265   0.469943E+04   0.799942E+02   0.803703E-04   0.799942E+02   0.381287E+01   0.543495E-06   0.803703E-04   0.543495E-06   0.429064E-07
   266   0.468200E+04   0.813087E+02   0.796920E-04   0.813087E+02   0.392880E+01   0.555378E-06   0.796920E-04   0.555378E-06   0.427294E-07
   267   0.466378E+04   0.826003E+02   0.790328E-04   0.826003E+02   0.404695E+01   0.567227E-06   0.790328E-04   0.567227E-06   0.425533E-07
   268   0.464479E+04   0.838696E+02   0.783921E-04   0.838696E+02   0.416733E+01   0.579044E-06   0.783921E-04   0.579044E-06   0.423781E-07
   269   0.462502E+04   0.851143E+02   0.777693E-04   0.851143E+02   0.428992E+01   0.590826E-06   0.777693E-04   0.590826E-06   0.422038E-07
   270   0.460451E+04   0.863350E+02   0.771635E-04   0.863350E+02   0.441471E+01   0.602573E-06   0.771635E-04   0.602573E-06   0.420304E-07
   271   0.458328E+04   0.875293E+02   0.765740E-04   0.875293E+02   0.454167E+01   0.614285E-06   0.765740E-04   0.614285E-06   0.418578E-07
   272   0.456134E+04   0.886978E+02   0.760003E-04   0.886978E+02   0.467081E+01   0.625960E-06   0.760003E-04   0.625960E-06   0.416861E-07
   273   0.453873E+04   0.898390E+02   0.754414E-04   0.898390E+02   0.480208E+01   0.637597E-06   0.754414E-04   0.637597E-06   0.415152E-07
   274   0.451545E+04   0.909535E+02   0.748967E-04   0.909535E+02   0.493548E+01   0.649196E-06   0.748967E-04   0.649196E-06   0.413453E-07
   275   0.449153E+04   0.920388E+02   0.743655E-04   0.920388E+02   0.507098E+01   0.660756E-06   0.743655E-04   0.660756E-06   0.411762E-07
   276   0.446699E+04   0.930957E+02   0.738471E-04   0.930957E+02   0.520857E+01   0.672276E-06   0.738471E-04   0.672276E-06   0.410079E-07
   277   0.444186E+04   0.941226E+02   0.733408E-04   0.941226E+02   0.534822E+01   0.683755E-06   0.733408E-04   0.683755E-06   0.408405E-07
   278   0.441615E+04   0.951185E+02   0.728458E-04   0.951185E+02   0.548992E+01   0.695193E-06   0.728458E-04   0.695193E-06   0.406740E-07
   279   0.438988E+04   0.960840E+02   0.723614E-04   0.960840E+02   0.563363E+01   0.706588E-06   0.723614E-04   0.706588E-06   0.405083E-07
   280   0.436309E+04   0.970177E+02   0.718869E-04   0.970177E+02   0.577930E+01   0.717940E-06   0.718869E-04   0.717940E-06   0.403435E-07
   281   0.433578E+04   0.979193E+02   0.714216E-04   0.979193E+02   0.592695E+01   0.729247E-06   0.714216E-04   0.729247E-06   0.401795E-07
   282   0.430797E+04   0.987880E+02   0.709648E-04   0.987880E+02   0.607650E+01   0.740510E-06   0.709648E-04   0.740510E-06   0.400163E-07
   283   0.427970E+04   0.996229E+02   0.705157E-04   0.996229E+02   0.622795E+01   0.751727E-06   0.705157E-04   0.751727E-06   0.398540E-07
   284   0.425098E+04   0.100423E+03   0.700737E-04   0.100423E+03   0.638127E+01   0.762897E-06   0.700737E-04   0.762897E-06   0.396926E-07
   285   0.422182E+04   0.101189E+03   0.696380E-04   0.101189E+03   0.653641E+01   0.774019E-06   0.696380E-04   0.774019E-06   0.395320E-07
   286   0.419225E+04   0.101919E+03   0.692078E-04   0.101919E+03   0.669336E+01   0.785094E-06   0.692078E-04   0.785094E-06   0.393722E-07
   287   0.416231E+04   0.102614E+03   0.687826E-04   0.102614E+03   0.685204E+01   0.796119E-06   0.687826E-04   0.796119E-06   0.392132E-07
   288   0.413200E+04   0.103271E+03   0.683615E-04   0.103271E+03   0.701245E+01   0.807094E-06   0.683615E-04   0.807094E-06   0.390551E-07
   289   0.410133E+04   0.103893E+03   0.679439E-04   0.103893E+03   0.717454E+01   0.818018E-06   0.679439E-04   0.818018E-06   0.388978E-07
   290   0.407036E+04   0.104476E+03   0.675290E-04   0.104476E+03   0.733827E+01   0.828891E-06   0.675290E-04   0.828891E-06   0.387414E-07
   291   0.403908E+04   0.105021E+03   0.671161E-04   0.105021E+03   0.750363E+01   0.839711E-06   0.671161E-04   0.839711E-06   0.385857E-07
   292   0.400752E+04   0.105528E+03   0.667046E-04   0.105528E+03   0.767046E+01   0.850478E-06   0.667046E-04   0.850478E-06   0.384309E-07
   293   0.397570E+04   0.105996E+03   0.662936E-04   0.105996E+03   0.783886E+01   0.861191E-06   0.662936E-04   0.861191E-06   0.382769E-07
   294   0.394364E+04   0.106424E+03   0.658824E-04   0.106424E+03   0.800874E+01   0.871848E-06   0.658824E-04   0.871848E-06   0.381237E-07
   295   0.391136E+04   0.106812E+03   0.654704E-04   0.106812E+03   0.817996E+01   0.882450E-06   0.654704E-04   0.882450E-06   0.379714E-07
   296   0.387888E+04   0.107159E+03   0.650569E-04   0.107159E+03   0.835260E+01   0.892995E-06   0.650569E-04   0.892995E-06   0.378198E-07
   297   0.384622E+04   0.107465E+03   0.646410E-04   0.107465E+03   0.852649E+01   0.903483E-06   0.646410E-04   0.903483E-06   0.376691E-07
   298   0.381340E+04   0.107728E+03   0.642222E-04   0.107728E+03   0.870165E+01   0.913912E-06   0.642222E-04   0.913912E-06   0.375191E-07
   299   0.378044E+04   0.107950E+03   0.637996E-04   0.107950E+03   0.887800E+01   0.924282E-06   0.637996E-04   0.924282E-06   0.373700E-07
   300   0.374736E+04   0.108130E+03   0.633726E-04   0.108130E+03   0.905546E+01   0.934592E-06   0.633726E-04   0.934592E-06   0.372216E-07
   301   0.371419E+04   0.108267E+03   0.629406E-04   0.108267E+03   0.923411E+01   0.944841E-06   0.629406E-04   0.944841E-06   0.370741E-07
   302   0.368095E+04   0.108361E+03   0.625036E-04   0.108361E+03   0.941372E+01   0.955025E-06   0.625036E-04   0.955025E-06   0.369274E-07
   303   0.364765E+04   0.108414E+03   0.620619E-04   0.108414E+03   0.959438E+01   0.965142E-06   0.620619E-04   0.965142E-06   0.367814E-07
   304   0.361429E+04   0.108426E+03   0.616157E-04   0.108426E+03   0.977600E+01   0.975187E-06   0.616157E-04   0.975187E-06   0.366363E-07
   305   0.358091E+04   0.108395E+03   0.611651E-04   0.108395E+03   0.995852E+01   0.985156E-06   0.611651E-04   0.985156E-06   0.364919E-07
   306   0.354751E+04   0.108324E+03   0.607104E-04   0.108324E+03   0.101419E+02   0.995047E-06   0.607104E-04   0.995047E-06   0.363484E-07
   307   0.351410E+04   0.108212E+03   0.602517E-04   0.108212E+03   0.103261E+02   0.100486E-05   0.602517E-04   0.100486E-05   0.362056E-07
   308   0.348071E+04   0.108059E+03   0.597894E-04   0.108059E+03   0.105110E+02   0.101458E-05   0.597894E-04   0.101458E-05   0.360636E-07
   309   0.344734E+04   0.107867E+03   0.593236E-04   0.107867E+03   0.106965E+02   0.102421E-05   0.593236E-04   0.102421E-05   0.359224E-07
   310   0.341399E+04   0.107635E+03   0.588544E-04   0.107635E+03   0.108826E+02   0.103375E-05   0.588544E-04   0.103375E-05   0.357820E-07
   311   0.338070E+04   0.107362E+03   0.583822E-04   0.107362E+03   0.110693E+02   0.104320E-05   0.583822E-04   0.104320E-05   0.356424E-07
   312   0.334746E+04   0.107051E+03   0.579070E-04   0.107051E+03   0.112564E+02   0.105254E-05   0.579070E-04   0.105254E-05   0.355036E-07
   313   0.331430E+04   0.106701E+03   0.574292E-04   0.106701E+03   0.114440E+02   0.106178E-05   0.574292E-04   0.106178E-05   0.353655E-07
   314   0.328123E+04   0.106312E+03   0.569490E-04   0.106312E+03   0.116318E+02   0.107091E-05   0.569490E-04   0.107091E-05   0.352282E-07
   315   0.324824E+04   0.105886E+03   0.564664E-04   0.105886E+03   0.118199E+02   0.107993E-05   0.564664E-04   0.107993E-05   0.350917E-07
   316   0.321538E+04   0.105421E+03   0.559818E-04   0.105421E+03   0.120083E+02   0.108884E-05   0.559818E-04   0.108884E-05   0.349560E-07
   317   0.318264E+04   0.104921E+03   0.554953E-04   0.104921E+03   0.121968E+02   0.109763E-05   0.554953E-04   0.109763E-05   0.348210E-07
   318   0.315005E+04   0.104384E+03   0.550072E-04   0.104384E+03   0.123853E+02   0.110630E-05   0.550072E-04   0.110630E-05   0.346869E-07
